Título,Precio_Rango,Ofertas,Pantalla_Tamaño de la pantalla,Pantalla_Tecnología de la pantalla,Pantalla_Luminosidad,Procesador_Procesador,Disco duro_Tipo de disco duro,Gráfica_Salida de vídeo,Conectividad_Lector de tarjetas,Comunicaciones_Versión Bluetooth,Cámara_Función de la cámara,Sonido_Número de altavoces,Alimentación_Batería,Alimentación_Autonomía de la batería,Alimentación_Vatios-hora,Alimentación_Alimentación,Medidas y peso_Material de la carcasa,Medidas y peso_Diseño,Medidas y peso_Profundidad,Medidas y peso_Ancho,Medidas y peso_Peso,Comunicaciones_Estándar wifi,Disco duro_Número de discos duros (instalados),Gráfica_Memoria gráfica,Sistema operativo_Sistema operativo,Sonido_Sistema de altavoces,Pantalla_Formato de imagen,Procesador_Caché,RAM_Memoria RAM,RAM_Tipo de RAM,Disco duro_Capacidad de memoria SSD,Alimentación_Número de celdas,Procesador_Número de núcleos del procesador,Procesador_Frecuencia de reloj,Procesador_Frecuencia turbo máx.,Gráfica_Tipo de memoria gráfica,Gráfica_Tarjeta gráfica,Almacenamiento_Lector óptico,Pantalla_Pantalla,Comunicaciones_Estándar LAN,Tipo,Propiedades de la carcasa_Tipo de caja,Medidas y peso_Alto,Propiedades de la carcasa_Alimentación,Procesador_Zócalo de CPU,Procesador_Número de hilos de ejecución,Procesador_TDP,product_type_group,is_laptop,marca,screen_size_class,screen_width_px,screen_height_px,screen_total_px,screen_resolution_class,SSD_missing,Disco duro_Numero de discos,Comunicaciones_bluetooth,Comunicaciones_lan,Comunicaciones_missing,Comunicaciones_nfc,Comunicaciones_infrarrojos,Comunicaciones_wifidirect,Comunicaciones_ethernet,has_webcam,GPU_missing,has_webcam_from_equipamiento,años_desde_lanzamiento,release_year_missing
"Lenovo V15 G4
83FS000KIX",525.35,1,15.6,Other,250.0,Intel Core i5,SSD,HDMI,integrado,5.1,missing,0.0,lithium,8.4,38.0,65.0,missing,standard,23.6,35.9,1.65,missing,1,8.192,other,missing,16:9,18.0,8.0,ddr4,256.0,2,12.0,1.0,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,12,45.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"HP Victus 16 2024
9R3L4EA",1728.62,1,16.1,Full HD,300.0,Intel Core i7,SSD,HDMI,integrado,5.3,missing,2.0,lithium,7.0,83.0,230.0,missing,standard,25.9,36.9,2.33,Wi-Fi 6/6E,1,8.192,windows 11 home,other,16:9,30.0,32.0,ddr5,1000.0,6,20.0,3.0,5.0,GDDR6,NVIDIA GeForce RTX 4070 Series,ninguno,panorámica,none,Laptop,missing,2.3,missing,None,24,55.0,Laptop – Gaming,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
ASUS ROG Strix SCAR G16 G634 2024,5040.76,1,16.0,WQXGA,300.0,Intel Core i9,SSD,HDMI,ninguno,5.3,compatible con HD,4.0,lithium,7.0,90.0,330.0,missing,standard,26.4,35.4,2.65,Wi-Fi 6/6E,-1,8.192,no_os,Dolby Atmos,16:10,36.0,16.0,Unknown,512.0,4,24.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,None,Multi-Gigabit Ethernet,Laptop,missing,3.0,missing,None,32,55.0,Laptop – Gaming,1,ASUS,37–41 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,1,0,0,0,0,0,1,1,1,1,False
Lenovo ThinkPad X13,1254.06,2,13.3,Other,300.0,Intel Core i7,Unknown,HDMI,integrado,5.1,compatible con HD,0.0,lithium,15.0,48.0,65.0,missing,standard,21.7,31.2,1.28,Wi-Fi 6/6E,-1,8.192,other,missing,16:9,24.0,16.0,Unknown,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,panorámica,none,Laptop,missing,1.7,missing,None,24,55.0,Laptop – Standard,1,Lenovo,<=34 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,1,1,1,5,False
"HP 15s
15s-fq2150ns",333.9,1,15.6,Full HD,300.0,Intel Core i3,SSD,HDMI,integrado,5.0,missing,0.0,lithium,10.25,41.0,65.0,missing,standard,24.2,35.6,1.69,missing,1,8.192,freedos,missing,16:9,6.0,8.0,ddr4,256.0,3,2.0,3.0,4.0,Shared,Intel UHD,ninguno,panorámica,none,Laptop,missing,1.8,missing,None,8,34.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,6,False
"ASUS ROG Strix G18 G814
G814JZ-N6011W",3951.97,1,18.0,Other,300.0,Intel Core i9,Unknown,HDMI,missing,5.2,compatible con HD,2.0,lithium,7.0,90.0,280.0,missing,standard,29.4,39.9,3.0,Wi-Fi 6/6E,1,12.288,windows 11 home,other,16:10,36.0,32.0,ddr5,1000.0,4,24.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4080 Series,ninguno,None,none,Laptop,missing,3.1,missing,None,32,55.0,Laptop – Gaming,1,ASUS,>41 cm,1600,900,1440000,1–2MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"Lenovo Yoga 7 2-in-1 Gen 9 14""
14 83DJ0025GE",1458.38,1,14.0,2.8K,400.0,Intel Core Ultra,SSD,HDMI,integrado,5.2,compatible con HD,2.0,lithium,12.5,71.0,65.0,metal,convertible,22.2,31.7,1.49,Wi-Fi 6/6E,1,8.192,windows 11 home,other,16:10,24.0,16.0,Unknown,1000.0,3,16.0,3.0,4.0,GDDR6,Intel Arc,ninguno,None,none,Laptop,missing,1.7,missing,None,22,28.0,Laptop – Standard,1,Lenovo,34–37 cm,2880,1800,5184000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"HP 15s (2023)
15s-eq2154ns",509.0,1,15.6,Full HD,250.0,AMD Ryzen 5,Unknown,HDMI,integrado,5.0,compatible con HD,2.0,lithium,10.25,41.0,65.0,missing,standard,24.2,35.6,1.69,missing,1,8.192,windows 11 home,altavoces estéreo,16:9,8.0,16.0,ddr4,512.0,3,6.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.8,missing,None,12,25.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"ASUS Vivobook 15 (F515)
F515EA-BQ1625W",449.99,1,15.6,Full HD,300.0,Intel Core i3,SSD,HDMI,integrado,5.0,missing,2.0,lithium,10.0,37.0,45.0,missing,standard,23.5,36.0,1.8,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:9,2.0,8.0,ddr4,256.0,2,1.0,0.0,2.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,2.0,missing,None,8,34.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,4,False
"Lenovo ThinkBook 14s Yoga G3
21JG0008SP",936.17,1,14.0,Full HD,300.0,Intel Core i7,Unknown,HDMI,integrado,5.1,compatible con HD,2.0,lithium,12.0,60.0,65.0,metal,convertible,21.6,32.0,1.5,Wi-Fi 6/6E,1,8.192,windows 11 professional,other,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.7,missing,None,24,15.0,Laptop – Standard,1,Lenovo,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"HP OmniBook Ultra 14 2024
14-fe0097ng",2324.03,1,14.0,"2,2K",400.0,Others,SSD,Thunderbolt,missing,5.4,compatible con HD,2.0,lithium,22.0,68.0,65.0,metal,standard,22.4,31.3,1.34,Wi-Fi 7,1,8.192,windows 11 home,other,16:10,36.0,32.0,lpddr,1000.0,3,12.0,2.0,5.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.4,missing,None,4,28.0,Laptop – Standard,1,HP,34–37 cm,2240,1400,3136000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,0,1,False
ASUS ExpertBook B7 Flip B7402,3273.525,5,14.0,Other,400.0,Intel Core i5,Unknown,HDMI,integrado,5.2,compatible con HD,2.0,lithium,10.0,63.0,65.0,missing,standard,23.4,32.0,1.44,Wi-Fi 6/6E,-1,8.192,other,Harman Kardon,16:10,12.0,16.0,Unknown,512.0,3,10.0,0.0029,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.9,missing,None,12,28.0,Laptop – Standard,1,ASUS,34–37 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,1,1,1,4,False
"Lenovo IdeaPad Slim 5 16 (2023)
82XF005RSP",699.0,1,16.0,WUXGA,300.0,Intel Core i5,Unknown,HDMI,integrado,5.1,compatible con HD,2.0,lithium,10.0,56.0,65.0,missing,standard,25.1,35.6,1.79,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:10,12.0,16.0,lpddr,1000.0,3,8.0,1.0,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,1.7,missing,None,12,45.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"HP 15s (2022)
15s-fq5015ns",499.0,1,15.6,Full HD,250.0,Intel Core i5,Unknown,HDMI,integrado,5.0,compatible con HD,2.0,lithium,7.5,41.0,45.0,missing,standard,24.2,35.9,1.69,missing,1,8.192,windows 11 home,altavoces estéreo,16:9,12.0,8.0,ddr4,512.0,3,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.8,missing,None,12,15.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
"ASUS Zenbook S16 UM5606
UM5606WA-RJ091W",2108.18,1,16.0,Other,500.0,Others,Unknown,HDMI,integrado,5.4,compatible con HD,2.0,lithium,10.0,78.0,65.0,missing,standard,24.3,35.4,1.5,Wi-Fi 7,1,8.192,windows 11 home,Harman Kardon,16:10,10.0,32.0,Unknown,1000.0,4,4.0,1.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.3,missing,None,4,15.0,Laptop – Standard,1,ASUS,37–41 cm,2880,1800,5184000,>4MP,0,1,1,0,0,0,0,0,0,1,1,1,1,False
"Lenovo ThinkBook 16 G7 (2024)
21MW0063GE",1186.84,1,16.0,WUXGA,300.0,AMD Ryzen 5,SSD,HDMI,integrado,5.3,compatible con HD,2.0,lithium,16.0,45.0,65.0,metal,standard,25.3,35.6,1.7,Wi-Fi 6/6E,1,8.192,windows 11 professional,altavoces estéreo,16:10,16.0,32.0,ddr5,1000.0,3,6.0,0.0047,4.0,GDDR5,AMD Radeon Other,ninguno,None,Gigabit Ethernet,Laptop,missing,1.7,missing,None,12,65.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"HP EliteBook 645 G11
9C0H3EA",1349.0,1,14.0,WUXGA,300.0,AMD Ryzen 5,SSD,HDMI,missing,5.3,missing,2.0,lithium,10.0,56.0,65.0,metal,standard,22.4,31.9,1.39,missing,1,8.192,windows 11 professional,altavoces estéreo,16:10,16.0,16.0,Unknown,512.0,3,6.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.7,missing,None,12,28.0,Laptop – Standard,1,HP,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"ASUS ROG Strix SCAR 18 G834 2024
G834JYR-R6002W",5764.81,1,18.0,2.5K,300.0,Intel Core i9,Unknown,HDMI,missing,5.3,compatible con HD,4.0,lithium,7.0,90.0,330.0,missing,standard,29.4,39.9,3.1,Wi-Fi 6/6E,1,16.384,windows 11 home,Dolby Atmos,16:10,36.0,64.0,ddr5,2000.0,4,24.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4090 Series,ninguno,None,Multi-Gigabit Ethernet,Laptop,missing,3.1,missing,None,32,55.0,Laptop – Gaming,1,ASUS,>41 cm,2560,1600,4096000,>4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
Lenovo ThinkPad T14s G4,2044.8999999999999,10,14.0,Other,400.0,Intel Core i7,Unknown,HDMI,integrado,5.1,compatible con HD,0.0,lithium,15.0,57.0,65.0,missing,standard,22.7,31.7,1.21,Wi-Fi 6/6E,-1,8.192,no_os,missing,16:10,24.0,16.0,Unknown,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.7,missing,None,24,55.0,Laptop – Standard,1,Lenovo,34–37 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,1,1,1,2,False
"HP Omen 16 2023
16-xf0016ns",1909.0,1,16.1,Full HD,250.0,AMD Ryzen 9,Unknown,HDMI,integrado,5.3,compatible con HD,2.0,lithium,8.25,83.0,230.0,missing,standard,25.9,36.9,2.36,Wi-Fi 6/6E,1,8.192,no_os,other,16:9,32.0,32.0,ddr5,1000.0,6,8.0,4.0,5.0,GDDR6,NVIDIA GeForce RTX 4070 Series,ninguno,None,Gigabit Ethernet,Laptop,missing,2.4,missing,None,24,45.0,Laptop – Gaming,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"ASUS Chromebook CX3402
CX3402CBA-PQ0113",412.78,1,14.0,Full HD,250.0,Intel Core i3,SSD,HDMI,missing,5.0,compatible con HD,0.0,lithium,10.0,50.0,45.0,missing,standard,21.4,32.6,1.4,Wi-Fi 6/6E,1,8.192,chrome_os,missing,16:9,10.0,8.0,Unknown,128.0,3,6.0,0.0,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,1.9,missing,None,8,15.0,Laptop – Standard,1,ASUS,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo LOQ 15 G9 2024
83JCCTO1WWES1",969.0,1,15.6,Full HD,300.0,AMD Ryzen 5,Unknown,HDMI,missing,5.1,compatible con HD,2.0,lithium,5.3,60.0,170.0,missing,standard,25.9,36.0,2.38,Wi-Fi 6/6E,1,6.0,windows 11 home,altavoces estéreo,16:9,8.0,16.0,ddr5,512.0,4,4.0,3.0,4.0,GDDR6,NVIDIA GeForce RTX 3050 Series,ninguno,None,Gigabit Ethernet,Laptop,missing,2.4,missing,None,12,65.0,Laptop – Gaming,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"HP Victus 16 2024
196188611562",1849.49,1,16.1,Full HD,300.0,AMD Ryzen 5,SSD,HDMI,integrado,5.3,missing,2.0,lithium,7.0,83.0,230.0,missing,standard,25.9,36.9,2.33,Wi-Fi 6/6E,1,6.144,windows 11 professional,other,16:9,22.0,64.0,Unknown,1000.0,6,6.0,4.0,5.0,GDDR6,NVIDIA GeForce RTX 4050 Series,ninguno,None,none,Laptop,missing,2.3,missing,None,12,45.0,Laptop – Gaming,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"ASUS ExpertBook B5 Flip B5402
B54022FVA-KA0186X",1159.0,1,14.0,Full HD,300.0,Intel Core i5,Unknown,HDMI,integrado,5.2,compatible con HD,0.0,lithium,10.0,63.0,65.0,missing,standard,22.3,32.3,1.38,Wi-Fi 6/6E,1,8.192,windows 11 professional,missing,16:9,12.0,8.0,ddr5,256.0,3,12.0,0.0029,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.7,missing,None,12,64.0,Laptop – Standard,1,ASUS,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,3,False
"Lenovo LOQ 15 G9 2024
83JC0068PB",800.99,1,15.6,Full HD,300.0,Intel Core i7,SSD,HDMI,missing,5.1,compatible con HD,2.0,lithium,5.3,60.0,170.0,missing,standard,25.9,36.0,2.38,Wi-Fi 6/6E,1,6.144,no_os,altavoces estéreo,16:9,24.0,16.0,ddr5,512.0,4,10.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 3050 Series,ninguno,IPS,Gigabit Ethernet,Laptop,missing,2.4,missing,None,24,55.0,Laptop – Gaming,1,Lenovo,37–41 cm,1920.0,1080.0,2073600.0,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
HP Chromebook x360 14a,357.98,1,14.0,Other,300.0,Intel Celeron,Unknown,HDMI,integrado,5.0,missing,2.0,lithium,12.0,47.0,45.0,missing,standard,22.0,32.6,1.49,Wi-Fi 5,-1,8.192,no_os,altavoces estéreo,16:9,4.0,16.0,Unknown,512.0,3,2.0,1.0,2.0,Shared,Intel UHD,ninguno,panorámica,none,Laptop,missing,1.8,missing,None,4,6.0,Laptop – Standard,1,HP,34–37 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,1,1,1,5,False
"ASUS Vivobook 15 P1502
P1502CZA-EJ1737X",1196.41,1,15.6,Full HD,220.0,Intel Core i7,SSD,HDMI,missing,5.3,compatible con HD,0.0,lithium,23.0,42.0,65.0,missing,standard,23.2,35.9,1.7,Wi-Fi 6/6E,-1,8.192,windows 11 professional,missing,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.0,missing,None,24,15.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,-1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo IdeaPad Gaming 3 15
82K2027BRM",639.99,1,15.6,Full HD,250.0,AMD Ryzen 5,SSD,HDMI,missing,5.0,compatible con HD,2.0,lithium,9.7,45.0,230.0,missing,standard,25.0,35.9,2.2,missing,1,8.192,no_os,altavoces estéreo,16:9,16.0,8.0,Unknown,512.0,4,6.0,0.0047,4.0,GDDR6,NVIDIA GeForce RTX 2050 Series,ninguno,panorámica,Gigabit Ethernet,Laptop,missing,2.5,missing,None,12,65.0,Laptop – Gaming,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,5,False
"HP 250 G10
9B9R8EA",790.1500000000001,2,15.6,Other,250.0,Intel Core i7,SSD,HDMI,missing,5.3,compatible con HD,2.0,lithium,10.0,41.0,45.0,missing,standard,24.2,35.8,1.5,Wi-Fi 6/6E,-1,8.192,other,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,panorámica,Gigabit Ethernet,Laptop,missing,2.0,missing,None,24,15.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,-1,1,1,0,0,0,0,0,1,0,1,2,False
"ASUS Zenbook S16 UM5606
UM5606WA-DRRK299W",2635.91,1,16.0,Other,500.0,Others,Unknown,HDMI,integrado,5.4,compatible con HD,2.0,lithium,10.0,78.0,65.0,missing,standard,24.3,35.4,1.5,Wi-Fi 7,1,8.192,windows 11 home,Harman Kardon,16:10,36.0,32.0,lpddr,1000.0,4,12.0,2.0,5.0,Shared,Intel Iris,ninguno,OLED,none,Laptop,missing,1.3,missing,None,4,15.0,Laptop – Standard,1,ASUS,37–41 cm,2880,1800,5184000,>4MP,0,1,1,0,0,0,0,0,0,1,1,1,1,False
"Lenovo Yoga Slim 9 14
14ITL5 (82D1000KIX)",2993.27,1,14.0,QHD,500.0,Intel Core i7,SSD,Thunderbolt,missing,0.0,missing,2.0,lithium,10.0,63.5,65.0,missing,standard,20.1,31.8,1.2,Wi-Fi 6/6E,1,8.192,windows 10 home,other,16:9,12.0,16.0,lpddr,1000.0,4,4.0,2.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.4,missing,None,24,15.0,Laptop – Standard,1,Lenovo,34–37 cm,2560,1440,3686400,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,True
"HP 15s (2022)
15s-fq5072nl",919.98,1,15.6,Other,250.0,Intel Core i7,SSD,HDMI,integrado,5.0,compatible con HD,2.0,lithium,7.5,41.0,45.0,missing,standard,24.2,35.9,1.69,missing,-1,8.192,no_os,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.8,missing,None,24,15.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,-1,1,0,0,0,0,0,0,1,0,1,3,False
"ASUS Vivobook S15 S5507
S5507QA-MA091W",999.0,1,15.6,3K,600.0,Qualcomm Snapdragon,Unknown,Thunderbolt,integrado,5.4,compatible con HD,2.0,lithium,10.0,70.0,90.0,missing,standard,22.7,35.3,1.42,Wi-Fi 7,1,8.192,windows 11 home,Harman Kardon,16:9,42.0,16.0,lpddr,1000.0,3,12.0,3.0,3.0,Shared,Qualcomm Adreno,ninguno,None,none,Laptop,missing,1.6,missing,None,12,30.0,Laptop – Standard,1,ASUS,37–41 cm,2880,1620,4665600,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Lenovo IdeaPad Slim 3 15 (2023)
82XM00FHGE",674.9,1,15.6,Full HD,300.0,AMD Ryzen 5,SSD,HDMI,integrado,5.1,compatible con HD,2.0,lithium,10.0,47.0,65.0,missing,standard,23.5,35.9,1.6,Wi-Fi 5,1,8.192,windows 11 home,altavoces estéreo,16:9,16.0,16.0,Unknown,1000.0,3,6.0,0.0047,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.8,missing,None,12,65.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"HP 17 2023
17-cn3134nw 197961852233",1362.6,2,17.3,Full HD,250.0,Intel Core i7,SSD,HDMI,missing,4.2,compatible con HD,2.0,lithium,8.25,41.0,65.0,missing,standard,25.8,40.1,2.07,missing,1,8.192,windows 11 home,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.1,missing,None,24,15.0,Laptop – Standard,1,HP,>41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"ASUS Chromebook CX3402
CX3402CBA-PQ0341",499.0,1,14.0,Full HD,250.0,Intel Core i5,SSD,HDMI,missing,5.0,compatible con HD,0.0,lithium,10.0,50.0,45.0,missing,standard,21.4,32.6,1.4,Wi-Fi 6/6E,1,8.192,chrome_os,missing,16:9,12.0,16.0,lpddr,256.0,3,10.0,1.0,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,1.9,missing,None,12,45.0,Laptop – Standard,1,ASUS,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo Yoga Pro 9 16 2024
83DN001JSP",2464.3,1,16.0,"3,2K",400.0,Intel Core Ultra,Unknown,HDMI,integrado,5.2,compatible con HD,6.0,lithium,10.0,84.0,170.0,metal,standard,25.3,36.2,2.19,Wi-Fi 6/6E,1,8.192,windows 11 home,Dolby Atmos,16:10,24.0,32.0,lpddr,1000.0,4,16.0,3.0,5.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,None,none,Laptop,missing,1.8,missing,None,22,28.0,Laptop – Standard,1,Lenovo,37–41 cm,3200,2000,6400000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"HP Pavilion x360 14 2024
14-ek1004ns",673.99,1,14.0,Full HD,300.0,Intel Core i5,Unknown,HDMI,integrado,5.3,compatible con HD,2.0,lithium,9.0,43.0,65.0,missing,standard,21.0,32.2,1.51,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,HP,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"ASUS ExpertBook B3 B3404
B3404CVA-Q50183X",758.12,1,14.0,WUXGA,300.0,Intel Core i5,SSD,HDMI,integrado,5.3,missing,0.0,lithium,10.0,50.0,65.0,missing,standard,22.7,31.4,1.5,Wi-Fi 6/6E,1,8.192,windows 11 professional,missing,16:10,12.0,16.0,ddr5,512.0,3,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,ASUS,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"Lenovo Thinkbook 14 G7 (2024)
21MV001HGE",852.625,2,14.0,WUXGA,300.0,AMD Ryzen 5,SSD,HDMI,integrado,5.3,compatible con HD,2.0,lithium,13.0,45.0,65.0,metal,standard,22.4,31.3,1.38,Wi-Fi 6/6E,1,8.192,windows 11 professional,altavoces estéreo,16:10,16.0,16.0,ddr5,256.0,3,6.0,3.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,Gigabit Ethernet,Laptop,missing,1.7,missing,None,12,35.0,Laptop – Standard,1,Lenovo,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"HP ZBook Power G11
86B21EA",3690.77,1,16.0,WQXGA,400.0,AMD Ryzen 9,SSD,DisplayPort,missing,5.3,missing,2.0,lithium,10.0,83.0,150.0,missing,standard,25.1,35.9,2.12,Wi-Fi 6/6E,1,8.192,windows 11 professional,altavoces estéreo,16:10,24.0,64.0,ddr5,1000.0,6,8.0,4.0,5.0,GDDR6,NVIDIA RTX (Workstation),ninguno,None,Gigabit Ethernet,Laptop,missing,2.3,missing,None,24,45.0,Laptop – Standard,1,HP,37–41 cm,2560,1600,4096000,>4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
ASUS ROG Strix G18 G814 2024,5679.71,1,18.0,Other,300.0,Intel Core i9,Unknown,HDMI,missing,5.3,compatible con HD,2.0,lithium,7.0,90.0,330.0,missing,standard,29.4,39.9,3.0,Wi-Fi 6/6E,1,8.192,windows 11 home,other,16:10,36.0,16.0,ddr5,512.0,4,24.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,None,none,Laptop,missing,2.3,missing,None,32,55.0,Laptop – Gaming,1,ASUS,>41 cm,1920.0,1080.0,2073600.0,2–4MP,1,1,1,0,0,0,0,0,0,1,1,1,1,False
"Lenovo V15 G4
83A1S01100",544.89,1,15.6,Other,250.0,Intel Core i5,SSD,HDMI,integrado,5.1,missing,0.0,lithium,8.4,38.0,65.0,missing,standard,23.6,35.9,1.65,missing,-1,8.192,windows 11 professional,missing,16:9,12.0,8.0,ddr4,512.0,2,8.0,1.0,4.0,Shared,Intel UHD,ninguno,panorámica,Gigabit Ethernet,Laptop,missing,2.0,missing,None,12,45.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,-1,1,1,0,0,0,0,0,1,0,1,2,False
