Título,Precio_Rango,Ofertas,Pantalla_Tamaño de la pantalla,Pantalla_Tecnología de la pantalla,Pantalla_Luminosidad,Procesador_Procesador,Disco duro_Tipo de disco duro,Gráfica_Salida de vídeo,Conectividad_Lector de tarjetas,Comunicaciones_Versión Bluetooth,Cámara_Función de la cámara,Sonido_Número de altavoces,Alimentación_Batería,Alimentación_Autonomía de la batería,Alimentación_Vatios-hora,Alimentación_Alimentación,Medidas y peso_Material de la carcasa,Medidas y peso_Diseño,Medidas y peso_Profundidad,Medidas y peso_Ancho,Medidas y peso_Peso,Comunicaciones_Estándar wifi,Disco duro_Número de discos duros (instalados),Gráfica_Memoria gráfica,Sistema operativo_Sistema operativo,Sonido_Sistema de altavoces,Pantalla_Formato de imagen,Procesador_Caché,RAM_Memoria RAM,RAM_Tipo de RAM,Disco duro_Capacidad de memoria SSD,Alimentación_Número de celdas,Procesador_Número de núcleos del procesador,Procesador_Frecuencia de reloj,Procesador_Frecuencia turbo máx.,Gráfica_Tipo de memoria gráfica,Gráfica_Tarjeta gráfica,Almacenamiento_Lector óptico,Pantalla_Pantalla,Comunicaciones_Estándar LAN,Tipo,Propiedades de la carcasa_Tipo de caja,Medidas y peso_Alto,Propiedades de la carcasa_Alimentación,Procesador_Zócalo de CPU,Procesador_Número de hilos de ejecución,Procesador_TDP,product_type_group,is_laptop,marca,screen_size_class,screen_width_px,screen_height_px,screen_total_px,screen_resolution_class,SSD_missing,Disco duro_Numero de discos,Comunicaciones_bluetooth,Comunicaciones_lan,Comunicaciones_missing,Comunicaciones_nfc,Comunicaciones_infrarrojos,Comunicaciones_wifidirect,Comunicaciones_ethernet,has_webcam,GPU_missing,has_webcam_from_equipamiento,años_desde_lanzamiento,release_year_missing
"Lenovo ThinkCentre M90t Gen3
11TV0004FR",1333.26,1,0.0,None,0.0,Intel Core i5,Unknown,HDMI,missing,5.1,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.8,17.0,6.5,Wi-Fi 6/6E,-1,8.0,windows 11 professional,missing,None,18.0,16.0,ddr5,1000.0,0,6.0,3.0,4.0,Shared,Intel UHD,grabadora DVD,None,Gigabit Ethernet,Desktop,torre,37.6,201-400W,None,12,45.0,Unknown,0,Lenovo,None,None,None,None,None,0,-1,1,1,0,0,0,0,1,0,0,0,0,True
"Dell Precision 3440
T3440 (PJPT2)",1095.05,1,0.0,None,0.0,Intel Core i7,SSD,DisplayPort,integrado,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.2,9.3,5.12,missing,1,4.5,windows 10 professional,missing,None,16.0,8.0,ddr4,256.0,0,8.0,0.0029,4.0,Shared,Intel UHD,grabadora DVD,None,Gigabit Ethernet,Desktop,small_form_factor,29.0,201-400W,Socket 1200,16,65.0,Desktop – Standard,0,Dell,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"HP Elite SFF 800 G9
5V906EA",1124.8,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,30.8,33.8,5.4,missing,1,8.0,windows 10 professional,missing,None,18.0,12.0,ddr5,512.0,0,6.0,0.003,4.0,Shared,Intel UHD,ninguno,None,none,Desktop,torre,10.0,missing,Socket 1700,12,117.0,Desktop – Standard,0,HP,None,None,None,None,None,0,1,0,0,0,0,0,0,1,0,0,0,0,True
"Medion Erazer Bandit P20
MD35345 (10025687)",2363.31,1,0.0,None,0.0,Intel Core i7,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,40.2,21.5,6.1,Wi-Fi 6/6E,1,12.0,windows 11 home,missing,None,33.0,32.0,ddr5,1000.0,0,20.0,0.0021000000000000003,5.0,GDDR6,NVIDIA GeForce RTX 4070 Series,ninguno,None,Gigabit Ethernet,Desktop,desktop,34.2,missing,Socket 1700,28,65.0,Desktop – Gaming,0,Medion,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"Acer Veriton VX2710G
DT.VY3EB.004",837.54,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,5.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,30.7,10.2,7.2,Wi-Fi 6/6E,1,4.5,windows 11 professional,missing,None,20.0,16.0,ddr4,512.0,0,10.0,0.0025,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,33.2,0-200W,Socket 1700,16,65.0,Desktop – Standard,0,Acer,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"MSI MAG META S
3SI-029FR",1367.54,1,0.0,None,0.0,AMD Ryzen 5,SSD,HDMI,missing,4.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,48.0,18.5,8.7,Wi-Fi 5,1,6.0,windows 10 home,missing,None,3.0,8.0,ddr4,512.0,0,6.0,0.0036,4.0,GDDR5,NVIDIA GeForce GTX Series,ninguno,None,none,Desktop,small_form_factor,42.2,401-600W,Socket AM4,12,65.0,Desktop – Gaming,0,MSI,None,None,None,None,None,0,1,1,0,0,0,0,0,1,0,0,0,0,True
"Apple Mac Studio 2023
M2 MAX MQH73T/A",5446.91,1,0.0,None,0.0,Intel Core i5,Unknown,HDMI,missing,5.3,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,19.7,19.7,1.18,Wi-Fi 6/6E,-1,8.0,no_os,missing,None,12.0,16.0,Unknown,512.0,0,12.0,0.0029,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,9.5,missing,None,12,45.0,Desktop – Standard,0,Apple,None,None,None,None,None,1,-1,1,1,0,0,0,0,1,0,1,0,0,True
"Zotac ZBOX pico PI430AJ with AirJet
Barebone",468.75,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,7.6,11.5,1.7,Wi-Fi 6/6E,0,8.0,no_os,missing,None,10.0,8.0,ddr5,512.0,0,8.0,0.8,3.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,missing,2.4,missing,None,8,15.0,Unknown,0,Zotac,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,True
"ASUS ROG Strix G16CH
G16CHR-1490KF029W",2259.5950000000003,2,0.0,None,0.0,Intel Core i9,SSD,HDMI,missing,5.3,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,51.0,18.5,11.0,missing,1,12.0,windows 11 home,missing,None,36.0,16.0,ddr5,1000.0,0,24.0,3.0,6.0,GDDR6X,NVIDIA GeForce RTX 4070 Series,ninguno,None,Gigabit Ethernet,Desktop,desktop,42.1,801-1000W,None,32,125.0,Desktop – Gaming,0,ASUS,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"Intel NUC Kit
NUC8i7BEH2 (BOXNUC8i7BEH2)",566.62,1,0.0,None,0.0,Intel Core i7,SSD,HDMI,integrado,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,11.1,11.5,1.7,missing,0,8.0,no_os,missing,None,8.0,16.0,ddr4,512.0,0,4.0,0.0027,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,5.1,0-200W,None,8,28.0,Desktop – Standard,0,Intel,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,True
"Lenovo IdeaCentre G5
90RE00L9FR",1649.3,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,integrado,5.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.2,14.5,6.0,Wi-Fi 5,1,12.0,windows 11 home,missing,None,12.0,16.0,ddr4,512.0,0,6.0,0.0026,4.0,GDDR6,NVIDIA GeForce RTX 3060 Series,ninguno,None,Gigabit Ethernet,Desktop,torre,36.5,201-400W,Socket 1200,12,65.0,Desktop – Standard,0,Lenovo,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"Dell OptiPlex 3000 Thin Client
R1NTR",374.11,1,0.0,None,0.0,Intel Celeron,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,17.8,3.6,1.1,missing,1,4.5,thin_client_os,missing,None,4.0,4.0,ddr4,32.0,0,4.0,2.0,2.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,18.2,0-200W,Socket FCBGA1338,4,10.0,Desktop – Standard,0,Dell,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"HP Victus 15L
TG02-0068NS",1152.61,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.7,15.5,6.31,Wi-Fi 6/6E,1,4.0,windows 11 home,missing,None,18.0,16.0,ddr4,512.0,0,6.0,0.0025,4.0,GDDR5,NVIDIA GeForce GTX Series,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,33.7,201-400W,Socket 1700,12,65.0,Desktop – Gaming,0,HP,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"Acer X2 VX2690G
DT.VWNEB.00Y",701.76,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,30.7,16.15,7.2,missing,1,8.0,windows 11 professional,missing,None,12.0,8.0,ddr4,256.0,0,4.0,0.0033,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,missing,30.5,missing,Socket 1700,8,89.0,Desktop – Standard,0,Acer,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"MSI Infinite S 9S
10TC-080AT",1746.71,1,0.0,None,0.0,Intel Core i5,Unknown,HDMI,missing,5.1,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,24.4,12.8,8.05,missing,2,12.0,windows 10 home,missing,None,12.0,16.0,ddr4,512.0,0,6.0,0.0029,4.0,GDDR6,NVIDIA GeForce RTX 3060 Series,ninguno,None,Gigabit Ethernet,Desktop,torre,34.8,401-600W,Socket 1200,12,65.0,Desktop – Gaming,0,MSI,None,None,None,None,None,0,2+,1,1,0,0,0,0,1,0,0,0,0,True
"ASUS NUC 13 Pro Tall
Kit (90AB3L3H-MR4120)",648.14,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,5.3,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,11.2,11.7,0.51,Wi-Fi 6/6E,0,8.0,no_os,missing,None,10.0,16.0,ddr4,512.0,0,6.0,0.0012,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,5.4,0-200W,None,8,15.0,Unknown,0,ASUS,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,True
"Intel NUC 13
NUC13ANHI7",899.0,1,0.0,None,0.0,Intel Core i7,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,33.7,12.9,1.7,missing,0,8.0,no_os,missing,None,24.0,16.0,ddr4,512.0,0,10.0,1.0,5.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,31.8,missing,None,24,55.0,Desktop – Standard,0,Intel,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,True
"Lenovo ThinkStation P360 Tiny
30FA005FGE",2602.24,1,0.0,None,0.0,Intel Core i7,SSD,Other,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,18.3,17.9,5.3,Wi-Fi 6/6E,1,8.0,windows 10 professional,missing,None,25.0,32.0,ddr5,1000.0,0,12.0,0.0034,4.0,GDDR6,NVIDIA Quadro,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,3.7,missing,Socket 1700,20,35.0,Desktop – Standard,0,Lenovo,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
Dell OptiPlex 5000 MFF,1379.88,1,0.0,None,0.0,Intel Core i5,Unknown,HDMI,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,17.8,3.6,4.859999999999999,Wi-Fi 6/6E,1,8.0,other,missing,None,12.0,16.0,Unknown,512.0,0,10.0,0.0029,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,18.2,missing,Socket 1700,12,45.0,Unknown,0,Dell,None,None,None,None,None,1,1,1,1,0,0,0,0,1,0,0,0,0,True
"HP Victus 15L
TG02-0047ns",782.7,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.7,15.5,6.31,Wi-Fi 6/6E,1,4.0,freedos,missing,None,18.0,16.0,ddr4,512.0,0,6.0,0.0029,4.0,GDDR5,NVIDIA GeForce GTX Series,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,33.7,201-400W,None,12,45.0,Desktop – Gaming,0,HP,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"Acer Veriton EN2580
DT.VV3EB.00U",508.41,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,5.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,17.8,17.09,5.0,Wi-Fi 6/6E,1,8.0,no_os,missing,None,8.0,8.0,ddr4,512.0,0,4.0,0.0024,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,3.35,0-200W,Socket FCBGA1449,8,28.0,Unknown,0,Acer,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"MSI Cubi NUC 1M
1M-023DE",790.24,1,0.0,None,0.0,Others,SSD,HDMI,missing,5.3,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,13.56,13.56,0.63,Wi-Fi 6/6E,1,8.0,windows 11 professional,missing,None,10.0,8.0,ddr5,256.0,0,6.0,0.0018,4.0,Shared,Intel Other,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,5.01,missing,Socket FCBGA 1744,8,15.0,Desktop – Standard,0,MSI,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M001L0)",773.26,1,0.0,None,0.0,Intel Core Ultra,SSD,HDMI,missing,5.3,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,11.2,11.7,0.725,missing,0,8.0,no_os,missing,None,24.0,16.0,ddr5,512.0,0,16.0,0.0014,4.0,GDDR6,Intel Arc,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,5.4,0-200W,Socket FCBGA2049,22,28.0,Unknown,0,ASUS,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,True
Intel NUC 9,2573.7,1,0.0,None,0.0,Intel Core i7,Unknown,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,3.8,20.3,1.7,missing,-1,8.0,no_os,missing,None,24.0,16.0,Unknown,512.0,0,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Desktop,small_form_factor,13.1,missing,None,24,55.0,Desktop – Standard,0,Intel,None,None,None,None,None,1,-1,1,0,0,0,0,0,1,0,1,0,0,True
"Lenovo IdeaCentre G5
17IAB7 90T1007VGE",1282.99,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,5.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.2,14.5,5.3,Wi-Fi 5,1,4.0,windows 11 home,missing,None,18.0,16.0,Unknown,1000.0,0,6.0,0.0025,4.0,GDDR6,AMD Radeon RX 6500 Series,ninguno,None,Gigabit Ethernet,Desktop,torre,36.5,missing,Socket 1700,12,65.0,Desktop – Standard,0,Lenovo,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"Dell Vostro 3710 SFF
VXHC0",572.92,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.28,9.26,4.5,Wi-Fi 5,1,4.5,windows 10 professional,missing,None,12.0,8.0,ddr4,256.0,0,4.0,0.0033,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,29.0,0-200W,Socket 1700,8,89.0,Desktop – Standard,0,Dell,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"HP 290 PRO G9 Tower
6B2Q0EA",874.39,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,30.3,15.5,4.7,missing,1,4.5,windows 11 professional,missing,None,18.0,16.0,ddr4,512.0,0,6.0,0.0025,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,missing,33.7,0-200W,Socket 1700,12,117.0,Desktop – Standard,0,HP,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"Acer X2 VX2690G
DT.VWNEB.020",524.0,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,30.7,16.15,7.2,missing,-1,8.0,no_os,missing,None,12.0,8.0,ddr4,512.0,0,4.0,0.0033,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,missing,30.5,0-200W,Socket 1700,8,89.0,Desktop – Standard,0,Acer,None,None,None,None,None,1,-1,0,1,0,0,0,0,1,0,0,0,0,True
"MSI Creator P100
P100X 12VTE-1054IT",2622.3,1,0.0,None,0.0,Intel Core i7,Unknown,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,43.0,21.25,8.05,missing,-1,8.0,windows 11 professional,missing,None,25.0,64.0,Unknown,2000.0,0,12.0,0.0027,5.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,None,none,Desktop,desktop,42.2,missing,Socket 1700,20,190.0,Desktop – Gaming,0,MSI,None,None,None,None,None,0,-1,0,0,0,0,0,0,0,0,1,0,0,True
"ASUS ROG Strix G16CH
G16CHR-51440F029W",2230.43,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,5.3,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,52.3,18.4,8.0,missing,-1,8.0,windows 11 home,missing,None,20.0,16.0,ddr5,1000.0,0,10.0,0.0025,4.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,None,Gigabit Ethernet,Desktop,desktop,42.5,missing,Socket 1700,16,65.0,Desktop – Gaming,0,ASUS,None,None,None,None,None,0,-1,1,1,0,0,0,0,1,0,0,0,0,True
"Lenovo ThinkCentre M90t Gen3
11TV000FFR",1670.44,1,0.0,None,0.0,Intel Core i9,SSD,HDMI,missing,5.1,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.8,17.0,6.5,Wi-Fi 6/6E,1,8.0,windows 11 professional,missing,None,30.0,16.0,ddr5,512.0,0,16.0,0.005,5.0,Shared,Intel UHD,grabadora DVD,None,Gigabit Ethernet,Desktop,torre,37.6,401-600W,Socket 1700,24,65.0,Unknown,0,Lenovo,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"Dell OptiPlex 3000 SFF
W81FV",609.0,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.2,9.26,5.0,missing,1,8.0,windows 10 professional,missing,None,12.0,8.0,ddr4,256.0,0,4.0,0.0033,4.0,Shared,Intel UHD,grabadora DVD,None,Gigabit Ethernet,Desktop,small_form_factor,29.0,0-200W,Socket 1700,8,89.0,Unknown,0,Dell,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"Acer Veriton EN2580
DT.VV4EB.00L",456.46,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,5.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,17.8,17.09,5.0,Wi-Fi 6/6E,1,8.0,no_os,missing,None,6.0,8.0,ddr4,512.0,0,2.0,0.0017,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,3.35,0-200W,Socket FCBGA1449,4,28.0,Unknown,0,Acer,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"MSI Creator P100
P100A 13NUE-1298ES",2711.59,1,0.0,None,0.0,Intel Core i7,SSD,HDMI,missing,5.1,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,37.2,13.2,7.71,Wi-Fi 6/6E,1,12.0,windows 11 home,missing,None,30.0,32.0,ddr4,1024.0,0,16.0,2.0,5.0,GDDR6,NVIDIA GeForce RTX 4070 Series,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,40.9,401-600W,Socket 1700,24,65.0,Desktop – Gaming,0,MSI,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M00170)",992.845,2,0.0,None,0.0,Intel Core Ultra,SSD,HDMI,missing,5.3,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,11.2,11.7,0.57,missing,0,8.0,no_os,missing,None,18.0,16.0,ddr5,512.0,0,14.0,0.0017,4.0,GDDR6,Intel Arc,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,5.4,0-200W,Socket FCBGA2049,18,28.0,Unknown,0,ASUS,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,True
"Lenovo ThinkStation P3 Tower
30GS009NGE",4210.99,1,0.0,None,0.0,Intel Core i9,SSD,DisplayPort,integrado,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,29.6,16.5,5.3,missing,1,16.0,windows 11 professional,missing,None,36.0,32.0,ddr5,1000.0,0,24.0,0.0032,6.0,GDDR6,NVIDIA RTX (Workstation),ninguno,None,none,Desktop,torre,33.95,missing,None,32,125.0,Desktop – Standard,0,Lenovo,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,True
"Dell Precision 3660 MT
F76NY",2759.55,1,0.0,None,0.0,Intel Core i9,SSD,DisplayPort,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,42.0,17.3,5.0,missing,1,4.5,windows 11 professional,missing,None,36.0,32.0,ddr5,1000.0,0,24.0,0.003,5.0,Shared,Intel UHD,grabadora DVD,None,Gigabit Ethernet,Desktop,small_form_factor,36.9,missing,Socket 1700,32,125.0,Desktop – Standard,0,Dell,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"HP OMEN 25L GT15
GT155-0009ns",1598.49,1,0.0,None,0.0,Intel Core i5,Unknown,Other,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,39.6,16.5,13.8,Wi-Fi 6/6E,2,12.0,freedos,missing,None,18.0,16.0,ddr4,512.0,0,6.0,0.0025,4.0,GDDR6,NVIDIA GeForce RTX 3060 Series,ninguno,None,Gigabit Ethernet,Desktop,torre,44.8,missing,Socket 1700,12,65.0,Desktop – Gaming,0,HP,None,None,None,None,None,0,2+,1,1,0,0,0,0,1,0,0,0,0,True
"Acer X2 VX2690G
DT.VWMEB.00G",678.04,1,0.0,None,0.0,Intel Core i3,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,30.7,16.15,7.2,missing,1,8.0,windows 10 professional,missing,None,12.0,8.0,ddr4,256.0,0,4.0,0.0033,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,missing,30.5,0-200W,Socket 1700,8,89.0,Desktop – Standard,0,Acer,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"MSI MPG Infinite X2 14N
14NUG7-460AT",4459.98,1,0.0,None,0.0,Intel Core i7,SSD,HDMI,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,43.0,21.5,8.05,Wi-Fi 6/6E,-1,16.0,windows 11 home,missing,None,33.0,32.0,ddr5,1000.0,0,20.0,3.0,5.0,GDDR6X,NVIDIA GeForce RTX 4080 Series,ninguno,None,Gigabit Ethernet,Desktop,torre,49.0,801-1000W,None,28,125.0,Desktop – Gaming,0,MSI,None,None,None,None,None,0,-1,1,1,0,0,0,0,1,0,0,0,0,True
"ASUS ExpertCenter D5 SFF
D500SCES-0G6405003R",578.23,1,0.0,None,0.0,Intel Pentium,SSD,HDMI,missing,4.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,32.0,9.4,5.5,Legacy,-1,4.5,windows 10 professional,missing,None,4.0,8.0,ddr4,256.0,0,2.0,0.0040999999999999995,3.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,31.9,0-200W,Socket 1200,4,58.0,Desktop – Standard,0,ASUS,None,None,None,None,None,0,-1,1,1,0,0,0,0,1,0,0,0,0,True
"Lenovo ThinkStation P3 Tiny
30H00096GE",1582.4,1,0.0,None,0.0,Intel Core i7,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,18.2,3.7,1.25,missing,1,8.0,windows 11 professional,missing,None,33.0,32.0,ddr5,1000.0,0,20.0,0.0021000000000000003,5.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,17.9,201-400W,None,28,65.0,Unknown,0,Lenovo,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"Dell OptiPlex 3000 Thin Client
0CKN9",609.0,1,0.0,None,0.0,Intel Pentium,SSD,DisplayPort,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,17.8,3.6,5.0,missing,1,4.5,no_os,missing,None,4.0,8.0,ddr4,256.0,0,4.0,0.002,3.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,small_form_factor,18.2,0-200W,Socket FCBGA1338,4,10.0,Desktop – Standard,0,Dell,None,None,None,None,None,0,1,1,1,0,0,0,0,1,0,0,0,0,True
"HP Pro Mini 260 G9
6B2B4EA",795.77,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,5.2,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,17.5,17.7,1.42,missing,1,8.0,windows 11 professional,missing,None,12.0,8.0,ddr4,512.0,0,10.0,0.0029,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Desktop,desktop,3.4,0-200W,None,12,45.0,Desktop – Standard,0,HP,None,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,0,True
"Acer X2 VX2690G
DT.VWNEB.022",668.81,1,0.0,None,0.0,Intel Core i5,SSD,HDMI,missing,0.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,30.7,16.15,7.2,missing,1,8.0,no_os,missing,None,18.0,8.0,ddr4,512.0,0,6.0,0.0025,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Desktop,missing,30.5,0-200W,Socket 1700,12,117.0,Desktop – Standard,0,Acer,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,True
"MSI Cubi N ADL
ADL-039BDE",251.02,1,0.0,None,0.0,Others,Unknown,HDMI,missing,5.0,missing,0.0,unknown,0.0,0.0,0.0,missing,missing,12.4,12.4,1.38,Wi-Fi 5,-1,8.0,no_os,missing,None,10.0,16.0,ddr4,512.0,0,4.0,0.8,3.0,Shared,Intel UHD,ninguno,None,none,Desktop,small_form_factor,5.4,missing,None,4,15.0,Desktop – Standard,0,MSI,None,None,None,None,None,1,-1,1,0,0,0,0,0,0,0,0,0,0,True
